meter_id,region,customer_type,daily_kw,date
M-00149,EAST,COMMERCIAL,92.8,2026-01-22
M-00398,EAST,RESIDENTIAL,16.75,2026-01-16
M-00829,WEST,RESIDENTIAL,16.01,2026-01-04
M-00027,NORTH,RESIDENTIAL,14.84,2026-01-02
M-01316,WEST,RESIDENTIAL,18.08,2026-01-06
M-00151,SOUTH,RESIDENTIAL,20.5,2026-01-16
M-00463,NORTH,RESIDENTIAL,17.85,2026-01-14
M-00177,SOUTH,INDUSTRIAL,337.34,2026-01-25
M-01979,NORTH,RESIDENTIAL,16.18,2026-01-02
M-00301,EAST,COMMERCIAL,76.09,2026-01-23
M-01712,EAST,RESIDENTIAL,21.26,2026-01-19
M-01224,WEST,RESIDENTIAL,19.62,2026-01-24
M-00992,EAST,COMMERCIAL,88.66,2026-01-07
M-00431,EAST,RESIDENTIAL,20.2,2026-01-15
M-00377,EAST,RESIDENTIAL,18.57,2026-01-26
M-00602,SOUTH,RESIDENTIAL,20.17,2026-01-28
M-00919,NORTH,RESIDENTIAL,17.95,2026-01-10
M-01127,SOUTH,RESIDENTIAL,20.15,2026-01-20
M-00884,SOUTH,RESIDENTIAL,18.0,2026-01-01
M-00910,SOUTH,RESIDENTIAL,20.71,2026-01-24
M-00264,SOUTH,COMMERCIAL,81.61,2026-01-25
M-00462,NORTH,RESIDENTIAL,24.09,2026-01-11
M-01813,WEST,INDUSTRIAL,407.86,2026-01-01
M-01417,SOUTH,RESIDENTIAL,15.66,2026-01-27
M-01593,EAST,RESIDENTIAL,18.44,2026-01-25
M-01246,SOUTH,RESIDENTIAL,18.86,2026-01-03
M-01882,NORTH,RESIDENTIAL,14.29,2026-01-23
M-01142,WEST,RESIDENTIAL,18.5,2026-01-28
M-00990,SOUTH,COMMERCIAL,73.24,2026-01-23
M-00490,EAST,RESIDENTIAL,15.04,2026-01-31
M-01215,SOUTH,COMMERCIAL,63.73,2026-01-12
M-00161,SOUTH,RESIDENTIAL,16.95,2026-01-09
M-00524,SOUTH,COMMERCIAL,91.69,2026-01-02
M-01240,EAST,COMMERCIAL,105.32,2026-01-27
M-01043,WEST,INDUSTRIAL,469.88,2026-01-01
M-00706,WEST,INDUSTRIAL,395.43,2026-01-12
M-01509,NORTH,RESIDENTIAL,17.7,2026-01-26
M-00196,NORTH,PROSUMER,13.56,2026-01-11
M-00556,WEST,RESIDENTIAL,16.19,2026-01-23
M-01640,EAST,RESIDENTIAL,15.99,2026-01-20
M-01234,NORTH,COMMERCIAL,92.61,2026-01-22
M-00240,NORTH,RESIDENTIAL,14.87,2026-01-30
M-01682,EAST,RESIDENTIAL,20.32,2026-01-16
M-00006,NORTH,COMMERCIAL,81.29,2026-01-02
M-01828,SOUTH,COMMERCIAL,101.57,2026-01-27
M-01641,SOUTH,RESIDENTIAL,17.51,2026-01-01
M-00639,NORTH,INDUSTRIAL,365.98,2026-01-04
M-01106,SOUTH,RESIDENTIAL,26.66,2026-01-09
M-00510,SOUTH,RESIDENTIAL,17.17,2026-01-20
M-01891,WEST,COMMERCIAL,83.28,2026-01-26
M-00167,NORTH,COMMERCIAL,77.95,2026-01-26
M-01106,SOUTH,RESIDENTIAL,16.49,2026-01-01
M-00807,WEST,INDUSTRIAL,343.81,2026-01-25
M-00329,EAST,INDUSTRIAL,514.92,2026-01-25
M-00489,EAST,INDUSTRIAL,382.26,2026-01-17
M-00762,SOUTH,RESIDENTIAL,19.48,2026-01-30
M-01402,SOUTH,RESIDENTIAL,14.9,2026-01-31
M-00571,SOUTH,INDUSTRIAL,522.37,2026-01-21
M-01352,NORTH,COMMERCIAL,81.33,2026-01-15
M-01094,EAST,RESIDENTIAL,20.68,2026-01-18
M-00323,WEST,RESIDENTIAL,18.21,2026-01-20
M-01430,EAST,COMMERCIAL,108.12,2026-01-11
M-00579,EAST,RESIDENTIAL,21.13,2026-01-23
M-00896,WEST,COMMERCIAL,64.31,2026-01-23
M-01480,WEST,COMMERCIAL,69.91,2026-01-08
M-00702,SOUTH,PROSUMER,10.96,2026-01-24
M-01910,WEST,RESIDENTIAL,18.89,2026-01-07
M-01239,WEST,RESIDENTIAL,16.38,2026-01-15
M-01031,WEST,RESIDENTIAL,23.0,2026-01-30
M-01039,SOUTH,RESIDENTIAL,22.36,2026-01-29
M-00885,WEST,RESIDENTIAL,19.52,2026-01-16
M-00088,NORTH,COMMERCIAL,81.73,2026-01-17
M-00990,SOUTH,COMMERCIAL,67.93,2026-01-02
M-01222,SOUTH,INDUSTRIAL,511.9,2026-01-06
M-00241,SOUTH,RESIDENTIAL,19.04,2026-01-20
M-01433,NORTH,RESIDENTIAL,22.31,2026-01-20
M-01685,SOUTH,PROSUMER,13.89,2026-01-23
M-01289,SOUTH,RESIDENTIAL,23.36,2026-01-29
M-00162,SOUTH,PROSUMER,11.53,2026-01-03
M-00409,NORTH,RESIDENTIAL,18.94,2026-01-22
M-00799,WEST,RESIDENTIAL,16.81,2026-01-13
M-00206,NORTH,COMMERCIAL,79.77,2026-01-04
M-00694,WEST,INDUSTRIAL,463.51,2026-01-18
M-00097,SOUTH,COMMERCIAL,91.69,2026-01-11
M-00382,WEST,RESIDENTIAL,20.33,2026-01-22
M-00245,EAST,RESIDENTIAL,15.72,2026-01-04
M-00605,WEST,RESIDENTIAL,16.47,2026-01-15
M-01636,SOUTH,COMMERCIAL,81.48,2026-01-22
M-00038,WEST,COMMERCIAL,78.38,2026-01-11
M-00463,NORTH,RESIDENTIAL,21.36,2026-01-20
M-00975,SOUTH,RESIDENTIAL,15.71,2026-01-16
M-01950,NORTH,COMMERCIAL,78.27,2026-01-09
M-00984,EAST,PROSUMER,13.1,2026-01-24
M-01430,EAST,COMMERCIAL,91.32,2026-01-31
M-01391,WEST,RESIDENTIAL,12.78,2026-01-29
M-01391,WEST,RESIDENTIAL,20.51,2026-01-25
M-00403,SOUTH,RESIDENTIAL,20.94,2026-01-03
M-00909,NORTH,PROSUMER,13.65,2026-01-25
M-00151,SOUTH,RESIDENTIAL,19.04,2026-01-27
M-01265,NORTH,RESIDENTIAL,16.93,2026-01-19
M-00558,SOUTH,COMMERCIAL,93.08,2026-01-14
M-01795,SOUTH,COMMERCIAL,72.43,2026-01-26
M-00836,NORTH,COMMERCIAL,86.12,2026-01-05
M-01788,NORTH,RESIDENTIAL,19.03,2026-01-14
M-01555,SOUTH,RESIDENTIAL,20.17,2026-01-19
M-00770,SOUTH,COMMERCIAL,94.26,2026-01-30
M-00028,EAST,RESIDENTIAL,18.03,2026-01-05
M-01535,NORTH,COMMERCIAL,99.11,2026-01-13
M-00034,EAST,COMMERCIAL,92.04,2026-01-05
M-00766,SOUTH,COMMERCIAL,95.71,2026-01-16
M-00013,EAST,INDUSTRIAL,293.23,2026-01-07
M-01858,WEST,COMMERCIAL,81.01,2026-01-13
M-01901,NORTH,RESIDENTIAL,17.91,2026-01-27
M-00107,SOUTH,RESIDENTIAL,18.23,2026-01-13
M-00489,EAST,INDUSTRIAL,483.06,2026-01-14
M-01699,NORTH,RESIDENTIAL,17.02,2026-01-01
M-01088,SOUTH,COMMERCIAL,89.86,2026-01-29
M-01313,SOUTH,COMMERCIAL,76.86,2026-01-03
M-01716,SOUTH,INDUSTRIAL,366.8,2026-01-01
M-01278,EAST,COMMERCIAL,83.39,2026-01-18
M-00444,SOUTH,INDUSTRIAL,415.1,2026-01-19
M-00090,NORTH,INDUSTRIAL,447.85,2026-01-19
M-01650,WEST,COMMERCIAL,90.18,2026-01-24
M-00486,NORTH,RESIDENTIAL,20.53,2026-01-21
M-00048,SOUTH,RESIDENTIAL,18.46,2026-01-20
M-00538,NORTH,RESIDENTIAL,18.98,2026-01-11
M-01931,SOUTH,RESIDENTIAL,19.51,2026-01-15
M-01551,EAST,RESIDENTIAL,14.21,2026-01-12
M-00751,EAST,RESIDENTIAL,16.26,2026-01-08
M-01757,NORTH,INDUSTRIAL,315.13,2026-01-04
M-01985,EAST,RESIDENTIAL,15.73,2026-01-13
M-00086,SOUTH,PROSUMER,10.41,2026-01-02
M-00089,SOUTH,RESIDENTIAL,15.67,2026-01-05
M-01768,NORTH,RESIDENTIAL,12.13,2026-01-31
M-01941,WEST,COMMERCIAL,91.48,2026-01-16
M-01914,SOUTH,RESIDENTIAL,16.9,2026-01-10
M-00560,SOUTH,COMMERCIAL,76.64,2026-01-21
M-01210,EAST,RESIDENTIAL,19.54,2026-01-31
M-01531,WEST,COMMERCIAL,93.48,2026-01-18
M-01972,NORTH,RESIDENTIAL,17.56,2026-01-20
M-00675,EAST,COMMERCIAL,95.25,2026-01-08
M-01053,NORTH,RESIDENTIAL,18.35,2026-01-03
M-01150,NORTH,COMMERCIAL,86.63,2026-01-04
M-01472,EAST,RESIDENTIAL,15.94,2026-01-18
M-00718,SOUTH,RESIDENTIAL,16.59,2026-01-17
M-00433,NORTH,RESIDENTIAL,21.94,2026-01-10
M-01561,SOUTH,RESIDENTIAL,14.58,2026-01-11
M-00816,EAST,COMMERCIAL,89.27,2026-01-13
M-01627,NORTH,COMMERCIAL,91.44,2026-01-22
M-00760,WEST,RESIDENTIAL,20.67,2026-01-05
M-00108,NORTH,COMMERCIAL,97.35,2026-01-11
M-01433,NORTH,RESIDENTIAL,16.56,2026-01-14
M-01663,SOUTH,RESIDENTIAL,19.35,2026-01-14
M-00211,EAST,RESIDENTIAL,16.7,2026-01-26
M-01110,NORTH,RESIDENTIAL,18.71,2026-01-14
M-00063,NORTH,COMMERCIAL,98.89,2026-01-15
M-01312,WEST,RESIDENTIAL,18.19,2026-01-05
M-01552,NORTH,RESIDENTIAL,20.25,2026-01-14
M-00269,SOUTH,RESIDENTIAL,16.41,2026-01-07
M-00724,WEST,INDUSTRIAL,480.1,2026-01-26
M-00748,EAST,RESIDENTIAL,17.91,2026-01-01
M-00146,SOUTH,RESIDENTIAL,21.92,2026-01-12
M-00139,EAST,RESIDENTIAL,16.86,2026-01-15
M-00472,WEST,COMMERCIAL,80.26,2026-01-22
M-00867,EAST,RESIDENTIAL,11.44,2026-01-16
M-01657,NORTH,RESIDENTIAL,17.64,2026-01-04
M-01079,EAST,RESIDENTIAL,18.82,2026-01-15
M-01172,EAST,RESIDENTIAL,16.81,2026-01-02
M-00619,EAST,RESIDENTIAL,19.21,2026-01-03
M-00429,WEST,RESIDENTIAL,16.05,2026-01-08
M-01162,SOUTH,PROSUMER,11.17,2026-01-09
M-00116,WEST,COMMERCIAL,77.92,2026-01-23
M-01527,NORTH,INDUSTRIAL,454.81,2026-01-12
M-00438,WEST,INDUSTRIAL,396.45,2026-01-04
M-01924,WEST,INDUSTRIAL,369.95,2026-01-30
M-00958,WEST,RESIDENTIAL,22.07,2026-01-19
M-00253,SOUTH,RESIDENTIAL,19.45,2026-01-19
M-01912,SOUTH,INDUSTRIAL,499.25,2026-01-24
M-01075,NORTH,COMMERCIAL,93.81,2026-01-21
M-01179,SOUTH,COMMERCIAL,58.62,2026-01-18
M-01919,EAST,INDUSTRIAL,517.41,2026-01-10
M-01736,NORTH,RESIDENTIAL,16.45,2026-01-23
M-00677,NORTH,RESIDENTIAL,19.06,2026-01-13
M-01813,WEST,INDUSTRIAL,380.87,2026-01-04
M-00661,NORTH,RESIDENTIAL,17.41,2026-01-23
M-01244,WEST,INDUSTRIAL,411.84,2026-01-16
M-00943,WEST,RESIDENTIAL,22.01,2026-01-13
M-01121,SOUTH,RESIDENTIAL,22.11,2026-01-31
M-00101,EAST,RESIDENTIAL,18.18,2026-01-25
M-00381,EAST,RESIDENTIAL,22.15,2026-01-08
M-01736,NORTH,RESIDENTIAL,17.84,2026-01-16
M-01642,SOUTH,INDUSTRIAL,461.99,2026-01-24
M-01753,EAST,RESIDENTIAL,19.12,2026-01-01
M-01651,NORTH,INDUSTRIAL,452.62,2026-01-21
M-00053,NORTH,RESIDENTIAL,19.02,2026-01-20
M-00738,EAST,RESIDENTIAL,16.12,2026-01-14
M-01742,NORTH,RESIDENTIAL,18.13,2026-01-27
M-00295,WEST,RESIDENTIAL,16.87,2026-01-23
M-00436,EAST,COMMERCIAL,65.99,2026-01-26
M-01398,EAST,RESIDENTIAL,20.38,2026-01-05
M-00830,EAST,RESIDENTIAL,27.34,2026-01-10
M-00531,EAST,COMMERCIAL,91.4,2026-01-02
M-00274,EAST,COMMERCIAL,100.05,2026-01-11
M-00492,EAST,COMMERCIAL,91.58,2026-01-25
M-01647,SOUTH,INDUSTRIAL,474.11,2026-01-29
M-01975,EAST,PROSUMER,9.46,2026-01-15
M-01337,NORTH,COMMERCIAL,102.74,2026-01-06
M-00529,EAST,PROSUMER,8.26,2026-01-06
M-01274,EAST,RESIDENTIAL,20.25,2026-01-30
M-01453,EAST,COMMERCIAL,87.58,2026-01-06
M-00693,SOUTH,RESIDENTIAL,21.3,2026-01-21
M-00289,SOUTH,RESIDENTIAL,20.69,2026-01-02
M-00045,EAST,PROSUMER,14.07,2026-01-19
M-00193,EAST,COMMERCIAL,84.92,2026-01-09
M-00867,EAST,RESIDENTIAL,17.96,2026-01-20
M-00387,EAST,PROSUMER,12.08,2026-01-08
M-00572,WEST,RESIDENTIAL,16.33,2026-01-10
M-00284,NORTH,INDUSTRIAL,491.46,2026-01-07
M-00145,WEST,RESIDENTIAL,17.24,2026-01-20
M-01211,SOUTH,INDUSTRIAL,470.97,2026-01-17
M-01638,NORTH,COMMERCIAL,99.08,2026-01-22
M-00990,SOUTH,COMMERCIAL,95.79,2026-01-11
M-00673,NORTH,RESIDENTIAL,13.14,2026-01-27
M-00551,NORTH,RESIDENTIAL,14.85,2026-01-23
M-00118,SOUTH,RESIDENTIAL,22.82,2026-01-30
M-01897,SOUTH,INDUSTRIAL,383.56,2026-01-15
M-01248,EAST,COMMERCIAL,99.79,2026-01-20
M-00143,NORTH,RESIDENTIAL,16.19,2026-01-07
M-00061,NORTH,RESIDENTIAL,17.4,2026-01-01
M-01468,WEST,RESIDENTIAL,16.27,2026-01-27
M-00504,WEST,PROSUMER,12.91,2026-01-07
M-01380,EAST,RESIDENTIAL,19.83,2026-01-05
M-01281,EAST,INDUSTRIAL,517.26,2026-01-24
M-01596,SOUTH,RESIDENTIAL,20.69,2026-01-05
M-00958,WEST,RESIDENTIAL,16.38,2026-01-15
M-00448,NORTH,RESIDENTIAL,20.59,2026-01-07
M-01487,WEST,COMMERCIAL,80.09,2026-01-17
M-01434,WEST,RESIDENTIAL,20.66,2026-01-31
M-01902,SOUTH,COMMERCIAL,87.71,2026-01-10
M-01496,SOUTH,RESIDENTIAL,22.79,2026-01-16
M-00008,EAST,INDUSTRIAL,440.06,2026-01-07
M-01144,NORTH,RESIDENTIAL,20.49,2026-01-12
M-00071,WEST,INDUSTRIAL,439.85,2026-01-11
M-01259,WEST,COMMERCIAL,92.31,2026-01-11
M-00624,SOUTH,PROSUMER,13.86,2026-01-05
M-01291,WEST,PROSUMER,14.89,2026-01-10
M-01312,WEST,RESIDENTIAL,20.56,2026-01-16
M-01621,NORTH,COMMERCIAL,83.75,2026-01-23
M-01839,NORTH,RESIDENTIAL,18.86,2026-01-16
M-00554,SOUTH,RESIDENTIAL,15.54,2026-01-01
M-00970,WEST,RESIDENTIAL,13.15,2026-01-26
M-01554,EAST,RESIDENTIAL,15.15,2026-01-12
M-00861,NORTH,RESIDENTIAL,17.89,2026-01-05
M-00761,WEST,INDUSTRIAL,528.15,2026-01-19
M-00881,EAST,RESIDENTIAL,15.68,2026-01-27
M-00328,SOUTH,RESIDENTIAL,19.11,2026-01-01
M-00830,EAST,RESIDENTIAL,16.31,2026-01-07
M-01649,NORTH,COMMERCIAL,78.73,2026-01-17
M-01735,SOUTH,RESIDENTIAL,15.84,2026-01-26
M-01659,WEST,RESIDENTIAL,12.47,2026-01-31
M-00538,NORTH,RESIDENTIAL,21.83,2026-01-31
M-00844,WEST,INDUSTRIAL,494.22,2026-01-24
M-00548,NORTH,RESIDENTIAL,19.52,2026-01-11
M-01219,NORTH,RESIDENTIAL,16.87,2026-01-16
M-01071,NORTH,RESIDENTIAL,16.53,2026-01-30
M-00446,EAST,RESIDENTIAL,16.89,2026-01-19
M-00993,WEST,RESIDENTIAL,14.67,2026-01-24
M-01177,WEST,RESIDENTIAL,15.9,2026-01-27
M-01226,EAST,PROSUMER,11.62,2026-01-26
M-00159,EAST,RESIDENTIAL,14.56,2026-01-09
M-00876,WEST,RESIDENTIAL,15.54,2026-01-02
M-01207,NORTH,COMMERCIAL,76.93,2026-01-24
M-00643,WEST,INDUSTRIAL,382.43,2026-01-01
M-01776,EAST,RESIDENTIAL,14.03,2026-01-10
M-00426,NORTH,INDUSTRIAL,355.13,2026-01-05
M-01687,WEST,COMMERCIAL,87.14,2026-01-14
M-00444,SOUTH,INDUSTRIAL,353.36,2026-01-05
M-00270,SOUTH,RESIDENTIAL,18.62,2026-01-24
M-01830,WEST,INDUSTRIAL,502.92,2026-01-13
M-00208,SOUTH,RESIDENTIAL,21.47,2026-01-05
M-01200,WEST,RESIDENTIAL,20.55,2026-01-23
M-01914,SOUTH,RESIDENTIAL,14.17,2026-01-29
M-01353,NORTH,INDUSTRIAL,400.81,2026-01-28
M-01865,NORTH,RESIDENTIAL,16.93,2026-01-04
M-01911,WEST,COMMERCIAL,94.23,2026-01-11
M-00467,SOUTH,RESIDENTIAL,22.17,2026-01-09
M-00374,EAST,INDUSTRIAL,429.98,2026-01-22
M-00923,WEST,RESIDENTIAL,17.56,2026-01-14
M-01794,NORTH,RESIDENTIAL,10.0,2026-01-06
M-00282,EAST,COMMERCIAL,90.97,2026-01-30
M-01088,SOUTH,COMMERCIAL,100.98,2026-01-23
M-01875,EAST,COMMERCIAL,94.99,2026-01-10
M-01694,EAST,RESIDENTIAL,17.15,2026-01-29
M-01903,EAST,INDUSTRIAL,453.45,2026-01-21
M-00945,NORTH,COMMERCIAL,95.91,2026-01-24
M-01033,EAST,COMMERCIAL,60.32,2026-01-23
M-01586,WEST,COMMERCIAL,86.29,2026-01-17
M-01078,EAST,INDUSTRIAL,447.82,2026-01-05
M-00923,WEST,RESIDENTIAL,17.23,2026-01-17
M-01317,WEST,RESIDENTIAL,17.45,2026-01-18
M-01347,SOUTH,COMMERCIAL,81.46,2026-01-18
M-01992,SOUTH,COMMERCIAL,81.85,2026-01-28
M-00102,NORTH,INDUSTRIAL,480.45,2026-01-13
M-01429,EAST,COMMERCIAL,93.49,2026-01-03
M-01482,EAST,RESIDENTIAL,17.86,2026-01-09
M-01179,SOUTH,COMMERCIAL,77.54,2026-01-21
M-01532,EAST,RESIDENTIAL,19.68,2026-01-19
M-01228,WEST,COMMERCIAL,118.03,2026-01-18
M-00802,EAST,INDUSTRIAL,391.48,2026-01-01
M-01543,EAST,RESIDENTIAL,16.71,2026-01-22
M-00909,NORTH,PROSUMER,13.7,2026-01-20
M-00552,SOUTH,RESIDENTIAL,18.42,2026-01-19
M-01810,WEST,PROSUMER,10.24,2026-01-22
M-01110,NORTH,RESIDENTIAL,23.23,2026-01-08
M-01758,NORTH,RESIDENTIAL,17.04,2026-01-30
M-00911,NORTH,INDUSTRIAL,454.24,2026-01-05
M-00104,EAST,COMMERCIAL,106.95,2026-01-27
M-01113,SOUTH,INDUSTRIAL,388.98,2026-01-02
M-00172,EAST,PROSUMER,11.56,2026-01-13
M-00821,SOUTH,RESIDENTIAL,20.81,2026-01-05
M-00730,WEST,INDUSTRIAL,423.05,2026-01-29
M-00653,EAST,RESIDENTIAL,14.95,2026-01-24
M-01948,WEST,RESIDENTIAL,19.0,2026-01-09
M-00677,NORTH,RESIDENTIAL,16.34,2026-01-16
M-00817,WEST,RESIDENTIAL,15.17,2026-01-11
M-00672,EAST,INDUSTRIAL,427.17,2026-01-25
M-00722,SOUTH,RESIDENTIAL,12.35,2026-01-04
M-01979,NORTH,RESIDENTIAL,17.91,2026-01-06
M-00012,NORTH,RESIDENTIAL,20.87,2026-01-01
M-00108,NORTH,COMMERCIAL,73.56,2026-01-13
M-01612,NORTH,PROSUMER,11.76,2026-01-26
M-00850,SOUTH,RESIDENTIAL,16.59,2026-01-26
M-01400,WEST,COMMERCIAL,83.68,2026-01-02
M-00732,NORTH,RESIDENTIAL,15.83,2026-01-03
M-00666,NORTH,RESIDENTIAL,19.29,2026-01-04
M-00316,WEST,RESIDENTIAL,22.18,2026-01-06
M-00533,WEST,RESIDENTIAL,14.62,2026-01-03
M-01577,NORTH,INDUSTRIAL,359.55,2026-01-17
M-00607,WEST,RESIDENTIAL,16.38,2026-01-01
M-00295,WEST,RESIDENTIAL,19.05,2026-01-26
M-01084,WEST,RESIDENTIAL,16.52,2026-01-14
M-01869,SOUTH,COMMERCIAL,87.36,2026-01-18
M-01589,NORTH,COMMERCIAL,84.97,2026-01-08
M-01714,WEST,RESIDENTIAL,20.33,2026-01-11
M-01496,SOUTH,RESIDENTIAL,13.1,2026-01-03
M-00927,SOUTH,RESIDENTIAL,20.67,2026-01-01
M-00094,NORTH,RESIDENTIAL,17.28,2026-01-29
M-01275,EAST,RESIDENTIAL,18.78,2026-01-10
M-01877,EAST,INDUSTRIAL,373.74,2026-01-07
M-01050,WEST,RESIDENTIAL,16.59,2026-01-21
M-01633,WEST,INDUSTRIAL,440.58,2026-01-23
M-00682,WEST,COMMERCIAL,101.72,2026-01-24
M-01096,SOUTH,COMMERCIAL,90.26,2026-01-08
M-00063,NORTH,COMMERCIAL,86.73,2026-01-20
M-00142,WEST,COMMERCIAL,74.86,2026-01-07
M-00552,SOUTH,RESIDENTIAL,14.85,2026-01-22
M-00888,EAST,RESIDENTIAL,16.31,2026-01-21
M-00136,NORTH,PROSUMER,10.11,2026-01-27
M-01778,SOUTH,RESIDENTIAL,15.73,2026-01-28
M-01883,EAST,RESIDENTIAL,22.38,2026-01-27
M-00277,SOUTH,RESIDENTIAL,14.62,2026-01-27
M-00559,WEST,RESIDENTIAL,21.43,2026-01-11
M-00225,SOUTH,COMMERCIAL,83.98,2026-01-07
M-00743,EAST,COMMERCIAL,72.95,2026-01-13
M-00612,EAST,COMMERCIAL,75.11,2026-01-11
M-01873,EAST,RESIDENTIAL,15.54,2026-01-02
M-01578,NORTH,RESIDENTIAL,18.57,2026-01-13
M-01540,WEST,RESIDENTIAL,9.99,2026-01-23
M-01995,EAST,COMMERCIAL,86.87,2026-01-01
M-01174,WEST,INDUSTRIAL,330.05,2026-01-11
M-00457,WEST,RESIDENTIAL,18.04,2026-01-19
M-00515,NORTH,COMMERCIAL,96.47,2026-01-22
M-01697,EAST,COMMERCIAL,86.36,2026-01-21
M-01560,NORTH,RESIDENTIAL,21.8,2026-01-18
M-00886,EAST,COMMERCIAL,90.23,2026-01-01
M-00346,SOUTH,RESIDENTIAL,16.41,2026-01-23
M-01333,NORTH,RESIDENTIAL,16.56,2026-01-28
M-01657,NORTH,RESIDENTIAL,19.89,2026-01-28
M-00185,NORTH,RESIDENTIAL,18.54,2026-01-12
M-01867,SOUTH,RESIDENTIAL,14.3,2026-01-17
M-00681,EAST,COMMERCIAL,72.24,2026-01-17
M-00575,WEST,PROSUMER,12.18,2026-01-20
M-00392,NORTH,INDUSTRIAL,410.05,2026-01-28
M-00640,NORTH,RESIDENTIAL,19.18,2026-01-05
M-01524,EAST,INDUSTRIAL,427.2,2026-01-15
M-01362,NORTH,RESIDENTIAL,14.72,2026-01-15
M-00943,WEST,RESIDENTIAL,18.6,2026-01-12
M-01249,NORTH,RESIDENTIAL,19.28,2026-01-12
M-00633,EAST,INDUSTRIAL,411.49,2026-01-03
M-01052,SOUTH,RESIDENTIAL,16.1,2026-01-29
M-01862,SOUTH,PROSUMER,12.64,2026-01-22
M-01071,NORTH,RESIDENTIAL,18.13,2026-01-24
M-01070,NORTH,RESIDENTIAL,18.2,2026-01-25
M-01483,NORTH,RESIDENTIAL,19.26,2026-01-05
M-01314,WEST,COMMERCIAL,75.51,2026-01-17
M-01790,NORTH,RESIDENTIAL,16.38,2026-01-13
M-00567,NORTH,COMMERCIAL,63.21,2026-01-04
M-01169,EAST,RESIDENTIAL,20.1,2026-01-14
M-00451,SOUTH,RESIDENTIAL,21.28,2026-01-06
M-01989,EAST,INDUSTRIAL,327.03,2026-01-29
M-00739,NORTH,RESIDENTIAL,19.89,2026-01-24
M-01124,NORTH,COMMERCIAL,80.51,2026-01-13
M-00340,NORTH,RESIDENTIAL,13.56,2026-01-15
M-00861,NORTH,RESIDENTIAL,11.85,2026-01-27
M-00430,NORTH,RESIDENTIAL,18.75,2026-01-04
M-01740,SOUTH,RESIDENTIAL,18.07,2026-01-15
M-00826,SOUTH,RESIDENTIAL,18.18,2026-01-06
M-01728,SOUTH,RESIDENTIAL,19.59,2026-01-19
M-01874,NORTH,RESIDENTIAL,24.86,2026-01-22
M-00178,WEST,COMMERCIAL,104.5,2026-01-12
M-01891,WEST,COMMERCIAL,97.77,2026-01-29
M-01635,NORTH,RESIDENTIAL,20.84,2026-01-25
M-00307,NORTH,COMMERCIAL,93.55,2026-01-10
M-01596,SOUTH,RESIDENTIAL,21.8,2026-01-05
M-01683,NORTH,RESIDENTIAL,14.71,2026-01-11
M-01154,EAST,PROSUMER,10.05,2026-01-10
M-01713,SOUTH,COMMERCIAL,93.25,2026-01-01
M-01912,SOUTH,INDUSTRIAL,461.51,2026-01-14
M-00943,WEST,RESIDENTIAL,17.13,2026-01-24
M-00296,NORTH,RESIDENTIAL,17.23,2026-01-08
M-01280,WEST,RESIDENTIAL,16.88,2026-01-17
M-01938,SOUTH,COMMERCIAL,92.2,2026-01-19
M-00351,WEST,PROSUMER,12.17,2026-01-08
M-00966,WEST,RESIDENTIAL,18.43,2026-01-22
M-01451,NORTH,RESIDENTIAL,17.19,2026-01-27
M-01632,EAST,PROSUMER,13.56,2026-01-25
M-00559,WEST,RESIDENTIAL,17.68,2026-01-28
M-01638,NORTH,COMMERCIAL,67.46,2026-01-23
M-00114,SOUTH,COMMERCIAL,80.24,2026-01-22
M-01820,EAST,RESIDENTIAL,17.42,2026-01-18
M-00915,WEST,RESIDENTIAL,20.97,2026-01-19
M-00662,WEST,PROSUMER,11.85,2026-01-23
M-00912,WEST,COMMERCIAL,102.88,2026-01-14
M-01017,NORTH,RESIDENTIAL,16.59,2026-01-11
M-00159,EAST,RESIDENTIAL,21.33,2026-01-27
M-01800,NORTH,COMMERCIAL,67.86,2026-01-28
M-00082,NORTH,RESIDENTIAL,16.95,2026-01-27
M-00927,SOUTH,RESIDENTIAL,18.8,2026-01-24
M-00723,NORTH,PROSUMER,14.1,2026-01-19
M-00133,WEST,RESIDENTIAL,17.07,2026-01-11
M-01190,EAST,PROSUMER,12.02,2026-01-10
M-00757,SOUTH,COMMERCIAL,106.54,2026-01-17
M-01285,SOUTH,COMMERCIAL,83.31,2026-01-13
M-00344,EAST,RESIDENTIAL,18.86,2026-01-13
M-00540,SOUTH,INDUSTRIAL,381.67,2026-01-18
M-01049,EAST,COMMERCIAL,71.81,2026-01-15
M-01764,SOUTH,RESIDENTIAL,19.75,2026-01-05
M-01966,WEST,INDUSTRIAL,394.86,2026-01-01
M-00310,SOUTH,RESIDENTIAL,15.5,2026-01-08
M-01216,WEST,INDUSTRIAL,403.36,2026-01-13
M-01917,SOUTH,RESIDENTIAL,16.45,2026-01-21
M-01611,EAST,COMMERCIAL,70.59,2026-01-22
M-00684,EAST,COMMERCIAL,74.16,2026-01-24
M-00181,NORTH,RESIDENTIAL,20.45,2026-01-18
M-00317,EAST,INDUSTRIAL,365.2,2026-01-30
M-01162,SOUTH,PROSUMER,12.53,2026-01-21
M-00793,SOUTH,PROSUMER,9.88,2026-01-28
M-01343,SOUTH,RESIDENTIAL,18.25,2026-01-26
M-00275,NORTH,COMMERCIAL,69.8,2026-01-27
M-01656,WEST,RESIDENTIAL,16.14,2026-01-01
