meter_id,substation_id,region,daily_kw,date
M-00047,SS-E-017,EAST,384.94,2026-01-28
M-01813,SS-W-011,WEST,363.35,2026-01-25
M-00149,SS-E-011,EAST,81.4,2026-01-25
M-01007,SS-S-001,SOUTH,15.02,2026-01-05
M-00647,SS-N-014,NORTH,15.13,2026-01-03
M-00008,SS-E-001,EAST,392.55,2026-01-20
M-01491,SS-E-004,EAST,12.88,2026-01-20
M-00434,SS-E-018,EAST,402.39,2026-01-24
M-00111,SS-E-009,EAST,16.3,2026-01-23
M-00111,SS-E-009,EAST,17.89,2026-01-01
M-00123,SS-S-012,SOUTH,82.0,2026-01-12
M-00187,SS-N-025,NORTH,476.63,2026-01-05
M-00548,SS-N-027,NORTH,16.22,2026-01-28
M-00111,SS-E-009,EAST,18.19,2026-01-20
M-00021,SS-E-012,EAST,17.02,2026-01-15
M-00111,SS-E-009,EAST,22.41,2026-01-26
M-01637,SS-E-012,EAST,17.62,2026-01-13
M-00052,SS-E-008,EAST,21.16,2026-01-01
M-01981,SS-W-011,WEST,19.67,2026-01-06
M-00009,SS-S-011,SOUTH,87.9,2026-01-19
M-00198,SS-S-006,SOUTH,300.96,2026-01-12
M-00864,SS-W-010,WEST,11.41,2026-01-16
M-00376,SS-W-026,WEST,12.59,2026-01-12
M-00938,SS-S-014,SOUTH,18.51,2026-01-24
M-01617,SS-N-021,NORTH,19.59,2026-01-04
M-00123,SS-S-012,SOUTH,90.68,2026-01-17
M-00031,SS-W-021,WEST,445.79,2026-01-03
M-01158,SS-W-002,WEST,17.27,2026-01-25
M-00099,SS-N-020,NORTH,17.21,2026-01-27
M-01061,SS-W-017,WEST,12.82,2026-01-21
M-01674,SS-S-005,SOUTH,16.82,2026-01-16
M-00111,SS-E-009,EAST,20.63,2026-01-25
M-00008,SS-E-001,EAST,305.39,2026-01-01
M-01104,SS-E-013,EAST,15.94,2026-01-03
M-00678,SS-W-005,WEST,21.62,2026-01-28
M-00819,SS-W-026,WEST,17.4,2026-01-27
M-00031,SS-W-021,WEST,531.8,2026-01-20
M-00524,SS-S-002,SOUTH,100.42,2026-01-21
M-00289,SS-S-021,SOUTH,17.13,2026-01-25
M-01712,SS-E-005,EAST,21.58,2026-01-19
M-00187,SS-N-025,NORTH,420.84,2026-01-21
M-00187,SS-N-025,NORTH,486.61,2026-01-21
M-01200,SS-W-012,WEST,19.33,2026-01-25
M-00198,SS-S-006,SOUTH,450.78,2026-01-06
M-00026,SS-S-027,SOUTH,97.38,2026-01-18
M-00685,SS-E-024,EAST,56.5,2026-01-28
M-00030,SS-E-016,EAST,20.68,2026-01-25
M-01919,SS-E-029,EAST,454.3,2026-01-07
M-00361,SS-W-029,WEST,470.97,2026-01-19
M-00198,SS-S-006,SOUTH,438.78,2026-01-08
M-00111,SS-E-009,EAST,16.33,2026-01-22
M-01597,SS-W-018,WEST,19.5,2026-01-19
M-00198,SS-S-006,SOUTH,395.62,2026-01-02
M-00099,SS-N-020,NORTH,14.06,2026-01-18
M-00008,SS-E-001,EAST,426.56,2026-01-21
M-00055,SS-S-016,SOUTH,16.75,2026-01-21
M-01201,SS-N-010,NORTH,18.93,2026-01-16
M-00008,SS-E-001,EAST,438.98,2026-01-01
M-01832,SS-N-019,NORTH,100.4,2026-01-04
M-01768,SS-N-008,NORTH,17.38,2026-01-21
M-00819,SS-W-026,WEST,14.86,2026-01-07
M-00255,SS-W-001,WEST,18.33,2026-01-31
M-00434,SS-E-018,EAST,449.65,2026-01-24
M-01731,SS-N-010,NORTH,14.9,2026-01-13
M-01107,SS-S-019,SOUTH,52.01,2026-01-11
M-00030,SS-E-016,EAST,18.02,2026-01-10
M-00775,SS-N-018,NORTH,18.7,2026-01-15
M-00865,SS-S-019,SOUTH,84.67,2026-01-26
M-01117,SS-N-009,NORTH,94.95,2026-01-18
M-01516,SS-E-006,EAST,15.1,2026-01-24
M-00434,SS-E-018,EAST,529.49,2026-01-14
M-00825,SS-E-019,EAST,20.42,2026-01-17
M-00834,SS-N-014,NORTH,84.57,2026-01-12
M-01259,SS-W-004,WEST,97.48,2026-01-11
M-00069,SS-W-004,WEST,18.17,2026-01-28
M-00241,SS-S-019,SOUTH,18.12,2026-01-22
M-00123,SS-S-012,SOUTH,100.73,2026-01-31
M-00425,SS-W-023,WEST,14.88,2026-01-28
M-00359,SS-W-019,WEST,17.05,2026-01-06
M-01678,SS-S-027,SOUTH,17.1,2026-01-23
M-00833,SS-N-022,NORTH,11.49,2026-01-28
M-00537,SS-N-017,NORTH,85.45,2026-01-07
M-00123,SS-S-012,SOUTH,97.15,2026-01-09
M-00516,SS-E-010,EAST,16.06,2026-01-04
M-01409,SS-S-004,SOUTH,95.8,2026-01-29
M-00548,SS-N-027,NORTH,23.16,2026-01-27
M-00494,SS-N-027,NORTH,20.1,2026-01-28
M-00970,SS-W-004,WEST,15.17,2026-01-22
M-01866,SS-N-024,NORTH,15.84,2026-01-16
M-00187,SS-N-025,NORTH,455.14,2026-01-28
M-01209,SS-E-002,EAST,20.36,2026-01-24
M-00524,SS-S-002,SOUTH,99.5,2026-01-08
M-00548,SS-N-027,NORTH,17.71,2026-01-18
M-01852,SS-W-030,WEST,16.15,2026-01-23
M-00008,SS-E-001,EAST,431.87,2026-01-28
M-00008,SS-E-001,EAST,307.1,2026-01-06
M-01298,SS-E-028,EAST,20.86,2026-01-06
M-01409,SS-S-004,SOUTH,62.74,2026-01-05
M-00047,SS-E-017,EAST,380.72,2026-01-14
M-01741,SS-W-015,WEST,12.53,2026-01-13
M-00434,SS-E-018,EAST,416.43,2026-01-23
M-00910,SS-S-010,SOUTH,24.4,2026-01-28
M-01531,SS-W-005,WEST,73.16,2026-01-01
M-00030,SS-E-016,EAST,16.03,2026-01-09
M-00629,SS-N-017,NORTH,389.54,2026-01-21
M-00317,SS-E-010,EAST,391.8,2026-01-09
M-00008,SS-E-001,EAST,369.01,2026-01-16
M-01578,SS-N-022,NORTH,22.62,2026-01-29
M-00047,SS-E-017,EAST,372.27,2026-01-16
M-00123,SS-S-012,SOUTH,73.76,2026-01-10
M-00519,SS-S-028,SOUTH,23.09,2026-01-17
M-00030,SS-E-016,EAST,14.85,2026-01-15
M-00187,SS-N-025,NORTH,435.67,2026-01-07
M-01741,SS-W-015,WEST,12.81,2026-01-13
M-00055,SS-S-016,SOUTH,16.57,2026-01-25
M-00052,SS-E-008,EAST,11.64,2026-01-30
M-00030,SS-E-016,EAST,19.77,2026-01-17
M-00031,SS-W-021,WEST,364.78,2026-01-05
M-00798,SS-W-011,WEST,113.16,2026-01-31
M-01501,SS-W-003,WEST,22.97,2026-01-11
M-00008,SS-E-001,EAST,562.98,2026-01-10
M-01051,SS-N-018,NORTH,78.06,2026-01-22
M-00418,SS-N-028,NORTH,10.38,2026-01-25
M-01176,SS-S-004,SOUTH,67.12,2026-01-15
M-00030,SS-E-016,EAST,22.01,2026-01-09
M-01318,SS-S-001,SOUTH,97.35,2026-01-20
M-00989,SS-S-011,SOUTH,20.48,2026-01-15
M-00099,SS-N-020,NORTH,17.77,2026-01-02
M-01889,SS-N-009,NORTH,10.15,2026-01-11
M-00714,SS-S-002,SOUTH,63.57,2026-01-23
M-00461,SS-W-010,WEST,13.03,2026-01-22
M-01559,SS-S-014,SOUTH,71.69,2026-01-24
M-00187,SS-N-025,NORTH,553.64,2026-01-17
M-01521,SS-W-012,WEST,15.47,2026-01-07
M-01630,SS-E-013,EAST,87.54,2026-01-01
M-00099,SS-N-020,NORTH,14.81,2026-01-29
M-00920,SS-E-020,EAST,18.41,2026-01-17
M-01658,SS-S-004,SOUTH,25.41,2026-01-18
M-01605,SS-N-027,NORTH,408.16,2026-01-03
M-00494,SS-N-027,NORTH,17.89,2026-01-01
M-01643,SS-S-022,SOUTH,15.33,2026-01-24
M-00198,SS-S-006,SOUTH,457.8,2026-01-23
M-00426,SS-N-021,NORTH,441.06,2026-01-30
M-00123,SS-S-012,SOUTH,91.99,2026-01-17
M-00920,SS-E-020,EAST,18.81,2026-01-18
M-00198,SS-S-006,SOUTH,416.04,2026-01-26
M-00099,SS-N-020,NORTH,14.05,2026-01-01
M-00695,SS-N-017,NORTH,78.26,2026-01-26
M-00128,SS-S-011,SOUTH,81.96,2026-01-03
M-00099,SS-N-020,NORTH,18.4,2026-01-21
M-01745,SS-S-027,SOUTH,18.49,2026-01-18
M-01779,SS-W-009,WEST,19.1,2026-01-21
M-00849,SS-W-023,WEST,88.73,2026-01-24
M-01768,SS-N-008,NORTH,12.92,2026-01-22
M-01540,SS-W-009,WEST,18.62,2026-01-28
M-01246,SS-S-024,SOUTH,14.77,2026-01-04
M-00052,SS-E-008,EAST,20.55,2026-01-15
M-00870,SS-N-008,NORTH,18.76,2026-01-22
M-00123,SS-S-012,SOUTH,90.72,2026-01-29
M-01817,SS-W-001,WEST,12.19,2026-01-29
M-00974,SS-S-004,SOUTH,10.18,2026-01-18
M-00031,SS-W-021,WEST,412.04,2026-01-21
M-01491,SS-E-004,EAST,12.49,2026-01-05
M-00031,SS-W-021,WEST,417.81,2026-01-21
M-00030,SS-E-016,EAST,21.47,2026-01-13
M-00052,SS-E-008,EAST,16.7,2026-01-28
M-01393,SS-N-014,NORTH,18.1,2026-01-20
M-00111,SS-E-009,EAST,18.45,2026-01-05
M-00434,SS-E-018,EAST,418.08,2026-01-11
M-00031,SS-W-021,WEST,380.18,2026-01-06
M-01109,SS-W-014,WEST,17.81,2026-01-03
M-01244,SS-W-022,WEST,344.83,2026-01-12
M-00052,SS-E-008,EAST,15.3,2026-01-24
M-00047,SS-E-017,EAST,314.31,2026-01-28
M-01784,SS-W-022,WEST,20.68,2026-01-12
M-00613,SS-N-010,NORTH,16.39,2026-01-19
M-00187,SS-N-025,NORTH,378.06,2026-01-14
M-00030,SS-E-016,EAST,22.56,2026-01-22
M-01512,SS-N-003,NORTH,16.96,2026-01-25
M-00665,SS-W-001,WEST,13.78,2026-01-09
M-01853,SS-N-014,NORTH,16.71,2026-01-10
M-01238,SS-W-020,WEST,16.76,2026-01-26
M-00351,SS-W-022,WEST,13.76,2026-01-06
M-01828,SS-S-024,SOUTH,101.66,2026-01-21
M-01369,SS-S-023,SOUTH,15.97,2026-01-08
M-00095,SS-E-007,EAST,10.47,2026-01-13
M-00111,SS-E-009,EAST,16.67,2026-01-30
M-01591,SS-E-004,EAST,20.28,2026-01-04
M-01295,SS-S-024,SOUTH,85.72,2026-01-14
M-00094,SS-N-019,NORTH,13.82,2026-01-04
M-01699,SS-N-008,NORTH,17.51,2026-01-09
M-00754,SS-N-017,NORTH,21.79,2026-01-30
M-00199,SS-N-011,NORTH,19.69,2026-01-26
M-00099,SS-N-020,NORTH,17.85,2026-01-11
M-00198,SS-S-006,SOUTH,373.34,2026-01-06
M-00841,SS-N-024,NORTH,13.84,2026-01-13
M-00273,SS-E-010,EAST,13.38,2026-01-16
M-00031,SS-W-021,WEST,419.17,2026-01-12
M-00099,SS-N-020,NORTH,21.19,2026-01-31
M-01595,SS-E-013,EAST,12.02,2026-01-16
M-00290,SS-W-006,WEST,14.29,2026-01-15
M-01409,SS-S-004,SOUTH,88.42,2026-01-17
M-00434,SS-E-018,EAST,426.59,2026-01-23
M-00030,SS-E-016,EAST,23.16,2026-01-28
M-00198,SS-S-006,SOUTH,408.11,2026-01-01
M-00198,SS-S-006,SOUTH,381.69,2026-01-10
M-01880,SS-N-017,NORTH,14.04,2026-01-11
M-01455,SS-N-023,NORTH,15.5,2026-01-15
M-00052,SS-E-008,EAST,12.96,2026-01-02
M-00055,SS-S-016,SOUTH,14.48,2026-01-22
M-00557,SS-W-001,WEST,97.17,2026-01-07
M-00899,SS-W-011,WEST,327.13,2026-01-12
M-00187,SS-N-025,NORTH,384.89,2026-01-22
M-01518,SS-S-021,SOUTH,98.53,2026-01-31
M-00973,SS-N-015,NORTH,76.15,2026-01-02
M-00123,SS-S-012,SOUTH,91.56,2026-01-11
M-00031,SS-W-021,WEST,511.76,2026-01-27
M-00030,SS-E-016,EAST,16.92,2026-01-20
M-01879,SS-N-016,NORTH,9.45,2026-01-14
M-01650,SS-W-025,WEST,75.59,2026-01-30
M-01131,SS-W-022,WEST,19.06,2026-01-30
M-00030,SS-E-016,EAST,17.92,2026-01-02
M-01439,SS-N-015,NORTH,15.71,2026-01-12
M-00732,SS-N-024,NORTH,17.8,2026-01-22
M-01324,SS-S-002,SOUTH,16.99,2026-01-04
M-00786,SS-N-002,NORTH,13.75,2026-01-13
M-00052,SS-E-008,EAST,17.97,2026-01-06
M-01760,SS-E-013,EAST,84.81,2026-01-22
M-01938,SS-S-004,SOUTH,86.75,2026-01-18
M-00831,SS-W-029,WEST,14.14,2026-01-18
M-01104,SS-E-013,EAST,9.78,2026-01-05
M-00434,SS-E-018,EAST,439.69,2026-01-31
M-00198,SS-S-006,SOUTH,368.74,2026-01-21
M-00434,SS-E-018,EAST,442.6,2026-01-11
M-01746,SS-E-027,EAST,447.76,2026-01-13
M-01256,SS-N-030,NORTH,18.72,2026-01-20
M-00918,SS-E-026,EAST,54.19,2026-01-18
M-00833,SS-N-022,NORTH,9.45,2026-01-30
M-00548,SS-N-027,NORTH,16.7,2026-01-24
M-00031,SS-W-021,WEST,369.29,2026-01-25
M-00475,SS-W-030,WEST,352.88,2026-01-04
M-00055,SS-S-016,SOUTH,18.48,2026-01-15
M-00628,SS-W-028,WEST,16.6,2026-01-03
M-01776,SS-E-015,EAST,16.61,2026-01-24
M-00820,SS-W-011,WEST,95.27,2026-01-09
M-01041,SS-N-001,NORTH,18.16,2026-01-21
M-00055,SS-S-016,SOUTH,20.29,2026-01-08
M-01242,SS-E-027,EAST,23.37,2026-01-20
M-01018,SS-W-023,WEST,14.86,2026-01-13
M-00099,SS-N-020,NORTH,15.94,2026-01-29
M-01122,SS-S-027,SOUTH,17.6,2026-01-01
M-00187,SS-N-025,NORTH,518.26,2026-01-28
M-00047,SS-E-017,EAST,357.66,2026-01-07
M-00493,SS-N-015,NORTH,15.75,2026-01-26
M-01909,SS-N-023,NORTH,20.16,2026-01-19
M-00047,SS-E-017,EAST,432.71,2026-01-11
M-00356,SS-W-013,WEST,19.39,2026-01-17
M-00099,SS-N-020,NORTH,18.64,2026-01-08
M-01070,SS-N-017,NORTH,18.52,2026-01-19
M-00055,SS-S-016,SOUTH,13.57,2026-01-28
M-00084,SS-W-023,WEST,15.68,2026-01-29
M-00111,SS-E-009,EAST,15.53,2026-01-06
M-01520,SS-S-011,SOUTH,90.18,2026-01-13
M-00052,SS-E-008,EAST,16.11,2026-01-13
M-00754,SS-N-017,NORTH,21.18,2026-01-03
M-01871,SS-N-002,NORTH,17.74,2026-01-01
M-00031,SS-W-021,WEST,438.88,2026-01-06
M-00207,SS-S-020,SOUTH,354.67,2026-01-25
M-01553,SS-W-003,WEST,17.78,2026-01-11
M-00099,SS-N-020,NORTH,17.78,2026-01-03
M-01291,SS-W-022,WEST,13.87,2026-01-03
M-00215,SS-W-023,WEST,13.49,2026-01-23
M-00187,SS-N-025,NORTH,426.82,2026-01-26
M-01689,SS-W-005,WEST,100.24,2026-01-30
M-00198,SS-S-006,SOUTH,334.56,2026-01-20
M-01035,SS-N-022,NORTH,396.16,2026-01-10
M-01544,SS-W-002,WEST,467.37,2026-01-01
M-00069,SS-W-004,WEST,18.84,2026-01-28
M-00361,SS-W-029,WEST,483.73,2026-01-13
M-00111,SS-E-009,EAST,19.34,2026-01-19
M-01601,SS-N-015,NORTH,100.09,2026-01-25
M-01405,SS-W-023,WEST,11.26,2026-01-28
M-01603,SS-W-026,WEST,63.84,2026-01-10
M-00187,SS-N-025,NORTH,402.03,2026-01-06
M-01372,SS-W-022,WEST,421.17,2026-01-06
M-00434,SS-E-018,EAST,390.58,2026-01-20
M-00569,SS-E-006,EAST,487.23,2026-01-28
M-00123,SS-S-012,SOUTH,84.36,2026-01-07
M-00246,SS-N-011,NORTH,85.61,2026-01-03
M-00008,SS-E-001,EAST,426.44,2026-01-31
M-00099,SS-N-020,NORTH,17.1,2026-01-13
M-00111,SS-E-009,EAST,20.53,2026-01-23
M-01736,SS-N-004,NORTH,19.17,2026-01-09
M-01483,SS-N-009,NORTH,17.88,2026-01-24
M-00765,SS-E-024,EAST,400.51,2026-01-27
M-00111,SS-E-009,EAST,19.7,2026-01-10
M-00187,SS-N-025,NORTH,380.61,2026-01-04
M-00187,SS-N-025,NORTH,450.91,2026-01-24
M-01891,SS-W-003,WEST,80.88,2026-01-27
M-00323,SS-W-025,WEST,18.85,2026-01-11
M-01357,SS-E-002,EAST,20.86,2026-01-27
M-00004,SS-N-002,NORTH,82.42,2026-01-11
M-01449,SS-S-007,SOUTH,101.84,2026-01-10
M-01932,SS-W-017,WEST,17.34,2026-01-18
M-01817,SS-W-001,WEST,12.5,2026-01-24
M-00423,SS-E-020,EAST,18.67,2026-01-08
M-00113,SS-E-011,EAST,17.5,2026-01-06
M-00031,SS-W-021,WEST,362.29,2026-01-01
M-01317,SS-W-018,WEST,18.25,2026-01-17
M-00584,SS-E-024,EAST,469.88,2026-01-06
M-00055,SS-S-016,SOUTH,19.32,2026-01-18
M-01474,SS-W-010,WEST,20.9,2026-01-05
M-00745,SS-S-004,SOUTH,17.75,2026-01-21
M-01833,SS-W-002,WEST,24.59,2026-01-28
M-00031,SS-W-021,WEST,304.09,2026-01-28
M-00008,SS-E-001,EAST,281.65,2026-01-31
M-00008,SS-E-001,EAST,306.43,2026-01-09
M-01188,SS-S-003,SOUTH,17.85,2026-01-08
M-01131,SS-W-022,WEST,17.0,2026-01-22
M-01905,SS-E-007,EAST,18.93,2026-01-30
M-00554,SS-S-002,SOUTH,16.13,2026-01-20
M-00099,SS-N-020,NORTH,22.59,2026-01-23
M-00092,SS-W-029,WEST,18.82,2026-01-03
M-00046,SS-S-004,SOUTH,22.27,2026-01-31
M-00055,SS-S-016,SOUTH,20.61,2026-01-31
M-00800,SS-W-018,WEST,17.94,2026-01-02
M-01658,SS-S-004,SOUTH,15.8,2026-01-12
M-01364,SS-W-009,WEST,14.19,2026-01-08
M-01162,SS-S-028,SOUTH,12.85,2026-01-25
M-00546,SS-N-021,NORTH,429.63,2026-01-30
M-00099,SS-N-020,NORTH,20.36,2026-01-18
M-00116,SS-W-004,WEST,77.19,2026-01-05
M-01566,SS-E-007,EAST,12.92,2026-01-28
M-00123,SS-S-012,SOUTH,71.98,2026-01-04
M-00198,SS-S-006,SOUTH,281.99,2026-01-21
M-00198,SS-S-006,SOUTH,470.6,2026-01-11
M-00457,SS-W-015,WEST,11.52,2026-01-13
M-00275,SS-N-030,NORTH,74.4,2026-01-27
M-00434,SS-E-018,EAST,316.25,2026-01-28
M-01422,SS-S-023,SOUTH,15.65,2026-01-20
M-00008,SS-E-001,EAST,354.05,2026-01-30
M-00835,SS-S-008,SOUTH,589.65,2026-01-20
M-00099,SS-N-020,NORTH,15.67,2026-01-31
M-00214,SS-E-030,EAST,93.53,2026-01-12
M-01011,SS-E-012,EAST,14.8,2026-01-16
M-00161,SS-S-002,SOUTH,20.26,2026-01-12
M-01924,SS-W-002,WEST,427.24,2026-01-16
M-00099,SS-N-020,NORTH,13.44,2026-01-21
M-00091,SS-N-008,NORTH,69.71,2026-01-30
M-01357,SS-E-002,EAST,19.4,2026-01-02
M-01637,SS-E-012,EAST,17.68,2026-01-24
M-01078,SS-E-019,EAST,445.03,2026-01-07
M-00187,SS-N-025,NORTH,331.69,2026-01-10
M-01029,SS-W-003,WEST,468.4,2026-01-18
M-00050,SS-N-016,NORTH,89.37,2026-01-22
M-00031,SS-W-021,WEST,401.98,2026-01-13
M-00008,SS-E-001,EAST,288.87,2026-01-13
M-00507,SS-E-002,EAST,71.21,2026-01-31
M-01398,SS-E-002,EAST,17.16,2026-01-21
M-01240,SS-E-002,EAST,91.65,2026-01-06
M-01892,SS-W-022,WEST,23.02,2026-01-23
M-00434,SS-E-018,EAST,420.17,2026-01-16
M-00231,SS-W-016,WEST,18.04,2026-01-20
M-00434,SS-E-018,EAST,333.02,2026-01-04
M-00099,SS-N-020,NORTH,15.17,2026-01-24
M-01355,SS-N-004,NORTH,77.98,2026-01-25
M-01896,SS-S-019,SOUTH,50.9,2026-01-13
M-01939,SS-N-015,NORTH,19.5,2026-01-31
M-00674,SS-W-011,WEST,16.49,2026-01-14
M-01408,SS-W-027,WEST,19.83,2026-01-29
M-00047,SS-E-017,EAST,475.16,2026-01-30
M-01387,SS-W-011,WEST,16.42,2026-01-20
M-00849,SS-W-023,WEST,90.15,2026-01-19
M-00994,SS-N-024,NORTH,23.41,2026-01-08
M-00099,SS-N-020,NORTH,18.75,2026-01-13
M-00099,SS-N-020,NORTH,20.34,2026-01-29
M-00293,SS-E-004,EAST,18.73,2026-01-25
M-00055,SS-S-016,SOUTH,17.8,2026-01-01
M-01810,SS-W-029,WEST,11.56,2026-01-31
M-00977,SS-N-004,NORTH,14.26,2026-01-25
M-00540,SS-S-003,SOUTH,480.98,2026-01-29
M-00418,SS-N-028,NORTH,12.81,2026-01-05
M-01836,SS-N-008,NORTH,438.28,2026-01-20
M-00187,SS-N-025,NORTH,499.63,2026-01-08
M-01238,SS-W-020,WEST,15.77,2026-01-17
M-00111,SS-E-009,EAST,18.6,2026-01-06
M-00123,SS-S-012,SOUTH,82.74,2026-01-13
M-00047,SS-E-017,EAST,451.87,2026-01-06
M-00256,SS-E-015,EAST,17.26,2026-01-13
M-00123,SS-S-012,SOUTH,89.76,2026-01-07
M-00099,SS-N-020,NORTH,16.71,2026-01-31
M-00052,SS-E-008,EAST,21.73,2026-01-11
M-01455,SS-N-023,NORTH,15.05,2026-01-03
M-00938,SS-S-014,SOUTH,16.96,2026-01-26
M-01179,SS-S-003,SOUTH,80.19,2026-01-22
M-00434,SS-E-018,EAST,404.34,2026-01-06
M-00977,SS-N-004,NORTH,18.57,2026-01-22
M-00434,SS-E-018,EAST,448.61,2026-01-06
M-01615,SS-E-026,EAST,19.13,2026-01-08
M-00052,SS-E-008,EAST,14.61,2026-01-19
M-01796,SS-N-021,NORTH,19.48,2026-01-25
M-00055,SS-S-016,SOUTH,20.26,2026-01-30
M-01260,SS-N-016,NORTH,18.73,2026-01-19
M-00198,SS-S-006,SOUTH,393.83,2026-01-13
M-00111,SS-E-009,EAST,21.33,2026-01-19
M-00739,SS-N-005,NORTH,16.54,2026-01-24
M-00198,SS-S-006,SOUTH,432.99,2026-01-03
M-00384,SS-N-015,NORTH,92.84,2026-01-27
M-01952,SS-W-001,WEST,17.76,2026-01-28
M-00055,SS-S-016,SOUTH,12.86,2026-01-09
M-01091,SS-E-023,EAST,81.95,2026-01-03
M-00030,SS-E-016,EAST,20.64,2026-01-19
M-01833,SS-W-002,WEST,21.61,2026-01-01
M-00414,SS-E-004,EAST,12.86,2026-01-17
M-01742,SS-N-027,NORTH,16.38,2026-01-10
M-00099,SS-N-020,NORTH,20.01,2026-01-08
M-00113,SS-E-011,EAST,16.2,2026-01-24
M-01646,SS-E-007,EAST,14.0,2026-01-04
M-01801,SS-E-007,EAST,18.74,2026-01-22
M-01201,SS-N-010,NORTH,18.81,2026-01-27
M-00198,SS-S-006,SOUTH,531.98,2026-01-11
M-00472,SS-W-023,WEST,78.42,2026-01-02
M-00063,SS-N-002,NORTH,80.78,2026-01-19
M-00985,SS-E-028,EAST,82.16,2026-01-20
M-00007,SS-W-019,WEST,16.16,2026-01-29
M-00030,SS-E-016,EAST,17.75,2026-01-22
M-00099,SS-N-020,NORTH,24.04,2026-01-14
M-00482,SS-E-027,EAST,19.32,2026-01-07
M-00778,SS-N-015,NORTH,13.18,2026-01-10
M-00198,SS-S-006,SOUTH,432.21,2026-01-08
M-01522,SS-E-004,EAST,20.74,2026-01-19
M-01530,SS-N-018,NORTH,73.26,2026-01-08
M-00434,SS-E-018,EAST,382.79,2026-01-08
M-01503,SS-E-029,EAST,20.8,2026-01-16
M-00403,SS-S-025,SOUTH,17.6,2026-01-09
M-01655,SS-S-026,SOUTH,16.85,2026-01-28
M-01063,SS-E-004,EAST,83.91,2026-01-29
M-00030,SS-E-016,EAST,18.14,2026-01-14
M-00030,SS-E-016,EAST,15.2,2026-01-01
M-00515,SS-N-014,NORTH,76.43,2026-01-04
M-00198,SS-S-006,SOUTH,333.72,2026-01-05
M-00434,SS-E-018,EAST,378.38,2026-01-20
M-00099,SS-N-020,NORTH,17.53,2026-01-30
M-00047,SS-E-017,EAST,468.49,2026-01-05
M-00125,SS-S-008,SOUTH,11.49,2026-01-01
M-00099,SS-N-020,NORTH,17.73,2026-01-06
M-01131,SS-W-022,WEST,16.25,2026-01-28
M-00030,SS-E-016,EAST,18.7,2026-01-10
M-00327,SS-S-002,SOUTH,21.94,2026-01-05
M-00055,SS-S-016,SOUTH,20.57,2026-01-17
M-00008,SS-E-001,EAST,301.85,2026-01-15
M-01742,SS-N-027,NORTH,20.07,2026-01-18
M-00066,SS-E-007,EAST,81.25,2026-01-14
M-01821,SS-S-001,SOUTH,441.35,2026-01-10
M-00684,SS-E-014,EAST,86.9,2026-01-24
M-00905,SS-S-009,SOUTH,14.34,2026-01-05
M-00047,SS-E-017,EAST,469.44,2026-01-16
M-00123,SS-S-012,SOUTH,66.02,2026-01-08
M-01613,SS-S-015,SOUTH,80.64,2026-01-13
M-00008,SS-E-001,EAST,396.66,2026-01-09
M-00031,SS-W-021,WEST,453.85,2026-01-29
M-00742,SS-W-011,WEST,94.38,2026-01-14
M-01195,SS-S-014,SOUTH,92.8,2026-01-11
M-01687,SS-W-015,WEST,101.24,2026-01-10
M-01601,SS-N-015,NORTH,94.73,2026-01-11
M-00031,SS-W-021,WEST,492.0,2026-01-07
M-01080,SS-N-026,NORTH,21.93,2026-01-02
M-00523,SS-S-023,SOUTH,18.79,2026-01-01
M-00088,SS-N-017,NORTH,95.04,2026-01-29
M-00966,SS-W-019,WEST,14.36,2026-01-24
M-01959,SS-S-022,SOUTH,352.48,2026-01-08
M-00995,SS-E-029,EAST,104.18,2026-01-24
M-01814,SS-S-007,SOUTH,106.38,2026-01-19
M-00052,SS-E-008,EAST,18.07,2026-01-11
M-00099,SS-N-020,NORTH,22.48,2026-01-14
M-01637,SS-E-012,EAST,20.83,2026-01-27
M-00686,SS-N-009,NORTH,81.48,2026-01-29
M-01862,SS-S-030,SOUTH,9.48,2026-01-20
M-01938,SS-S-004,SOUTH,97.5,2026-01-12
M-00271,SS-N-014,NORTH,19.26,2026-01-12
M-00123,SS-S-012,SOUTH,102.65,2026-01-12
M-01918,SS-W-016,WEST,311.48,2026-01-29
M-01534,SS-N-017,NORTH,15.44,2026-01-28
M-00026,SS-S-027,SOUTH,98.18,2026-01-03
M-00030,SS-E-016,EAST,16.17,2026-01-26
M-00912,SS-W-005,WEST,71.53,2026-01-10
M-01833,SS-W-002,WEST,15.57,2026-01-05
M-00008,SS-E-001,EAST,356.2,2026-01-29
M-00099,SS-N-020,NORTH,14.89,2026-01-05
M-01242,SS-E-027,EAST,19.87,2026-01-25
M-00052,SS-E-008,EAST,19.63,2026-01-29
M-01188,SS-S-003,SOUTH,19.65,2026-01-24
M-00052,SS-E-008,EAST,12.76,2026-01-21
M-01260,SS-N-016,NORTH,15.11,2026-01-06
M-01306,SS-S-007,SOUTH,16.29,2026-01-11
M-01430,SS-E-019,EAST,99.38,2026-01-18
M-01646,SS-E-007,EAST,17.31,2026-01-02
M-00055,SS-S-016,SOUTH,17.06,2026-01-04
M-01332,SS-S-023,SOUTH,16.7,2026-01-22
M-01189,SS-N-011,NORTH,19.89,2026-01-08
M-01535,SS-N-028,NORTH,89.03,2026-01-21
M-01953,SS-W-019,WEST,19.11,2026-01-04
M-00111,SS-E-009,EAST,16.06,2026-01-13
M-01689,SS-W-005,WEST,82.8,2026-01-27
