meter_id,daily_kw,date,region,customer_type,substation_id,is_valid,tier
M-00726,2769.0,2026-03-21,NORTH_INLAND,residential,SUB-003,true,high
M-00727,1971.3,2026-03-21,NORTH_COAST,residential,SUB-039,true,medium
M-00728,479.0,2026-03-16,NORTH,residential,SUB-002,true,low
M-00729,3432.1,2026-03-14,NORTH_COAST,industrial,SUB-018,true,high
M-00730,3918.6,2026-03-23,NORTH_COAST,commercial,SUB-020,true,high
M-00731,1610.8,2026-03-21,NORTH_COAST,residential,SUB-009,true,medium
M-00732,3861.4,2026-03-18,NORTH_COAST,residential,SUB-032,true,high
M-00733,1762.9,2026-03-23,NORTH_COAST,commercial,SUB-036,true,medium
M-00734,313.9,2026-03-10,SOUTH,residential,SUB-009,true,low
M-00735,423.0,2026-03-15,NORTH_COAST,industrial,SUB-008,true,low
M-00736,772.1,2026-03-13,NORTH_COAST,residential,SUB-023,true,medium
M-00737,3406.0,2026-03-22,NORTH_COAST,commercial,SUB-026,true,high
M-00738,3805.5,2026-03-23,WEST,residential,SUB-026,true,high
M-00739,1529.3,2026-03-19,SOUTH_COAST,residential,SUB-037,true,medium
M-00740,4110.9,2026-03-12,NORTH,residential,SUB-028,true,critical
M-00741,3109.7,2026-03-21,SOUTH,commercial,SUB-037,true,high
M-00742,4238.2,2026-03-19,WEST,residential,SUB-022,true,critical
M-00743,2913.9,2026-03-20,NORTH_COAST,commercial,SUB-024,true,high
M-00744,1059.9,2026-03-22,SOUTH_INLAND,residential,SUB-025,true,medium
M-00745,3929.5,2026-03-14,NORTH,residential,SUB-013,true,high
M-00746,4489.1,2026-03-21,NORTH_COAST,industrial,SUB-004,true,critical
M-00747,574.5,2026-03-14,EAST_INLAND,industrial,SUB-024,true,medium
M-00748,2341.0,2026-03-22,NORTH_COAST,residential,SUB-020,true,high
M-00749,3548.1,2026-03-14,EAST,residential,SUB-014,true,high
M-00750,1605.9,2026-03-14,EAST,commercial,SUB-001,true,medium
M-00751,2529.6,2026-03-12,NORTH_COAST,residential,SUB-005,true,high
M-00752,3143.2,2026-03-11,NORTH_COAST,residential,SUB-009,true,high
M-00753,1765.7,2026-03-16,NORTH_COAST,residential,SUB-021,true,medium
M-00754,314.8,2026-03-22,NORTH_COAST,commercial,SUB-031,true,low
M-00755,1737.1,2026-03-14,NORTH_INLAND,residential,SUB-009,true,medium
M-00756,2357.1,2026-03-12,NORTH_COAST,residential,SUB-016,true,high
M-00757,3086.6,2026-03-18,WEST,residential,SUB-034,true,high
M-00758,1975.0,2026-03-10,SOUTH,commercial,SUB-001,true,medium
M-00759,3273.4,2026-03-12,NORTH_COAST,commercial,SUB-024,true,high
M-00760,3589.9,2026-03-10,EAST,residential,SUB-029,true,high
M-00761,2763.0,2026-03-13,SOUTH,residential,SUB-031,true,high
M-00762,519.2,2026-03-14,SOUTH,commercial,SUB-031,true,medium
M-00763,1190.0,2026-03-12,SOUTH,residential,SUB-039,true,medium
M-00764,1687.5,2026-03-12,EAST,commercial,SUB-017,true,medium
M-00765,3621.8,2026-03-22,EAST_INLAND,industrial,SUB-035,true,high
M-00766,67.8,2026-03-13,NORTH_COAST,commercial,SUB-005,true,low
M-00767,4184.2,2026-03-21,NORTH_COAST,residential,SUB-016,true,critical
M-00768,2313.1,2026-03-13,NORTH_COAST,commercial,SUB-029,true,high
M-00769,4398.9,2026-03-10,NORTH_COAST,residential,SUB-012,true,critical
M-00770,3172.1,2026-03-17,NORTH_COAST,commercial,SUB-033,true,high
M-00771,2934.9,2026-03-11,NORTH_INLAND,commercial,SUB-035,true,high
M-00772,3987.8,2026-03-21,NORTH_COAST,residential,SUB-030,true,high
M-00773,2192.7,2026-03-22,SOUTH,residential,SUB-018,true,high
M-00774,2292.7,2026-03-11,NORTH_COAST,commercial,SUB-014,true,high
M-00775,143.2,2026-03-21,NORTH_INLAND,residential,SUB-010,true,low
M-00776,3428.0,2026-03-10,NORTH,commercial,SUB-024,true,high
M-00777,1805.9,2026-03-17,SOUTH,residential,SUB-024,true,medium
M-00778,2440.5,2026-03-15,SOUTH_COAST,commercial,SUB-027,true,high
M-00779,1476.5,2026-03-18,NORTH_COAST,residential,SUB-012,true,medium
M-00780,3425.3,2026-03-22,NORTH_COAST,industrial,SUB-028,true,high
M-00781,3241.1,2026-03-10,EAST_COAST,commercial,SUB-015,true,high
M-00782,2912.5,2026-03-10,SOUTH,commercial,SUB-007,true,high
M-00783,2434.1,2026-03-13,EAST,commercial,SUB-040,true,high
M-00784,2529.0,2026-03-13,NORTH_COAST,residential,SUB-027,true,high
M-00785,3034.3,2026-03-10,NORTH,residential,SUB-006,true,high
M-00786,4086.6,2026-03-13,NORTH_COAST,industrial,SUB-008,true,critical
M-00787,493.1,2026-03-17,NORTH_COAST,commercial,SUB-020,true,low
M-00788,529.7,2026-03-11,NORTH_COAST,residential,SUB-029,true,medium
M-00789,3524.4,2026-03-15,NORTH,industrial,SUB-013,true,high
M-00790,3898.7,2026-03-15,EAST,residential,SUB-030,true,high
M-00791,1022.1,2026-03-12,EAST_COAST,residential,SUB-033,true,medium
M-00792,416.1,2026-03-10,NORTH_COAST,residential,SUB-020,true,low
M-00793,802.7,2026-03-21,SOUTH,commercial,SUB-025,true,medium
M-00794,951.9,2026-03-16,NORTH_COAST,commercial,SUB-018,true,medium
M-00795,276.6,2026-03-17,NORTH_COAST,residential,SUB-012,true,low
M-00796,3243.1,2026-03-17,NORTH_COAST,residential,SUB-023,true,high
M-00797,794.5,2026-03-11,EAST,residential,SUB-009,true,medium
M-00798,1110.1,2026-03-14,WEST_COAST,commercial,SUB-025,true,medium
M-00799,1576.5,2026-03-13,NORTH,commercial,SUB-023,true,medium
M-00800,4496.1,2026-03-16,SOUTH_INLAND,residential,SUB-020,true,critical
